WD16CD,WD16NM
E05006934,Tutbury and Outwoods
E05006394,Tuxford and Trent
E05001966,Twerton
E05000531,Twickenham Riverside
E05003634,Two Rivers
E05005494,Twycross and Witherley with Sheepy
E05002268,Twydall
E05002393,Twyford
E05004428,Twyning
E05001215,Tyburn
E05000860,Tyldesley
E05001660,Tyldesley
E05002701,Tylers Green and Loudwater
E05001130,Tynemouth
E05004015,Uckfield Central
E05004016,Uckfield New Town
E05004017,Uckfield North
E05004018,Uckfield Ridgewood
E05005478,Ullesthorpe
E05003233,Ullswater
E05003269,Ulverston Central
E05003270,Ulverston East
E05003271,Ulverston North
E05003272,Ulverston South
E05003273,Ulverston Town
E05003274,Ulverston West
E05008193,Underdale
E05000060,Underhill
E05003776,Underhill
E05010695,Underwood
E05001686,University
E05005291,University
E05005888,University
E05009615,University & Scotforth Rural
E05003440,Unstone
E05000686,Unsworth
E05004306,Up Hatherley
E05005378,Up Holland
E05000323,Upminster
E05003528,Upper Culm
E05000212,Upper Edmonton
E05001257,Upper Gornal and Woodsetton
E05009616,Upper Lune Valley
E05011008,Upper Meon Valley
E05000166,Upper Norwood
E05001230,Upper Stoke
E05010262,Upper Wensum
E05006206,Upper Wharfedale
E05003529,Upper Yeo
E05003177,Upperby
E05003928,Upperton
E05001820,Uppingham
E05000973,Upton
E05009350,Upton
E05008699,Upton
E05008854,Upton
E05007864,Upton and Hanley
E05004456,Upton Grey and The Candovers
E05007926,Upton Snodsbury
E05005834,Upwell and Delph
E05003777,Upwey and Broadwey
E05008584,Upwood and The Raveleys
E05008409,Urchfont and The Cannings
E05000838,Urmston
E05000340,Uxbridge North
E05000341,Uxbridge South
E05002654,Vale
E05000040,Valence
E05000514,Valentines
E05000607,Valley
E05001034,Valley
E05001131,Valley
E05010126,Valley
E05007403,Valley
E05005835,Valley Hill
E05004650,Valley Park
E05004033,Vange
E05000436,Vassall
E05009588,Vauxhall
E05008513,Ventnor East
E05008514,Ventnor West
E05004803,Verulam
E05009527,Verwood East
E05009528,Verwood West
E05011056,Vicarage
E05009386,Victoria
E05000953,Victoria
E05008952,Victoria
E05001661,Victoria
E05002225,Victoria
E05002317,Victoria
E05004095,Victoria
E05004895,Victoria
E05010042,Victoria
E05009953,Victoria & Norcross
E05005101,Viking
E05010177,Viking
E05000041,Village
E05000472,Village
E05000554,Village
E05000839,Village
E05001550,Village
E05000646,Vincent Square
E05009311,Vintry
E05007360,Virginia Water
E05005266,Vivary Bridge
E05010358,Waddesdon
E05009654,Waddingham and Spital
E05005312,Waddington and West Bradford
E05005643,Waddington West
E05000167,Waddon
E05009279,Wadebridge East
E05009280,Wadebridge West
E05004019,Wadhurst
E05001231,Wainbody
E05009904,Wainfleet
E05007247,Wainford
E05001459,Wakefield East
E05001460,Wakefield North
E05001461,Wakefield Rural
E05001462,Wakefield South
E05001463,Wakefield West
E05001967,Walcot
E05008971,Walcot and Park North
E05002269,Walderslade
E05007102,Waldingfield
E05003635,Waldon
E05001035,Wales
E05009023,Walgrave
E05000774,Walkden North
E05000775,Walkden South
E05001108,Walker
E05001109,Walkergate
E05009315,Walkern
E05010882,Walkley
E05000493,Wall End
E05010027,Walland & Denge Marsh
E05000974,Wallasey
E05009750,Wallingford
E05000569,Wallington North
E05000570,Wallington South
E05002127,Wallisdown and Winton West
E05001132,Wallsend
E05004962,Walmer
E05003156,Walney North
E05003157,Walney South
E05000192,Walpole
E05009660,Walpole
E05005872,Walsingham
E05001724,Waltham
E05004174,Waltham Abbey High Beach
E05004175,Waltham Abbey Honey Lane
E05004176,Waltham Abbey North East
E05004177,Waltham Abbey Paternoster
E05004178,Waltham Abbey South West
E05009010,Waltham Cross
E05005509,Waltham-on-the-Wolds
E05003340,Walton
E05004260,Walton
E05005837,Walton
E05010500,Walton
E05011085,Walton Central
E05010359,Walton Court & Hawkslade
E05011086,Walton North
E05011087,Walton South
E05010235,Walton-le-Dale East
E05010236,Walton-le-Dale West
E05005267,Walverden
E05003140,Wampool
E05000571,Wandle Valley
E05000627,Wandsworth Common
E05000515,Wanstead
E05009774,Wantage & Grove Brook
E05009775,Wantage Charlton
E05008939,Warboys and Bury
E05000911,Warbreck
E05001662,Warbreck
E05003234,Warcop
E05004307,Warden Hill
E05000756,Wardle and West Littleborough
E05001084,Wardley and Leam Lane
E05004741,Ware Chadwell
E05004742,Ware Christchurch
E05004743,Ware St Mary's
E05004744,Ware Trinity
E05010753,Wareham
E05002286,Warfield Harvest Ride
E05001387,Warley
E05004081,Warley
E05007404,Warlingham East and Chelsham and Farleigh
E05007405,Warlingham West
E05008410,Warminster Broadway
E05008411,Warminster Copheap and Wylye
E05008412,Warminster East
E05008413,Warminster West
E05008414,Warminster Without
E05007892,Warndon
E05007893,Warndon Parish North
E05007894,Warndon Parish South
E05003141,Warnell
E05009954,Warren
E05004578,Warren Park
E05004530,Warsash
E05008889,Warsop Carrs
E05009617,Warton
E05005205,Warton and Westby
E05000647,Warwick
E05006270,Washburn
E05004896,Washford
E05006052,Washington
E05001173,Washington Central
E05001174,Washington East
E05001175,Washington North
E05001176,Washington South
E05001177,Washington West
E05001216,Washwood Heath
E05008929,Watchet
E05007388,Watchetts
E05009776,Watchfield & Shrivenham
E05002111,Watcombe
E05007473,Water Orton
E05002822,Waterbeach
E05000737,Waterhead
E05004118,Waterhouse Farm
E05009589,Wateringbury
E05009513,Waterlees Village
E05001663,Waterloo
E05004579,Waterloo
E05010360,Watermead
E05010727,Watermoor
E05005268,Waterside
E05005873,Waterside
E05001036,Wath
E05006271,Wathvale
E05002270,Watling
E05004714,Watling
E05009565,Watling
E05005838,Watlington
E05009751,Watlington
E05010533,Watnall & Nuthall West
E05010263,Watton
E05004745,Watton-at-Stone
E05003142,Waver
E05000912,Wavertree
E05005874,Waxham
E05003530,Way
E05004897,Weald Central
E05004898,Weald East
E05004899,Weald North
E05004900,Weald South
E05000304,Wealdstone
E05006339,Weaponness
E05009088,Weardale
E05000776,Weaste and Seedley
E05006935,Weaver
E05008700,Weaver and Cuddington
E05009335,Weavers
E05007488,Weddington
E05008914,Wedmore and Mark
E05001281,Wednesbury North
E05001282,Wednesbury South
E05001339,Wednesfield North
E05001340,Wednesfield South
E05009024,Weedon
E05010501,Weeping Cross & Wildwood
E05001133,Weetslade
E05001442,Weetwood
E05006395,Welbeck
E05010209,Welcombe
E05010275,Weldon & Gretton
E05009025,Welford
E05010210,Welford-on-Avon
E05011071,Welham Green and Hatfield South
E05006002,Welland
E05010211,Wellesbourne East
E05010212,Wellesbourne West
E05009000,Wellington
E05006879,Wellington East
E05006880,Wellington North
E05006881,Wellington Rockwell Green and West
E05007865,Wells
E05006790,Wells Central
E05006791,Wells St Cuthbert's
E05006792,Wells St Thomas'
E05002112,Wellswood
E05000103,Welsh Harp
E05011072,Welwyn East
E05011073,Welwyn West
E05008194,Wem
E05007489,Wem Brook
E05000104,Wembley Central
E05010145,Wembury & Brixton
E05010361,Wendover & Halton
E05010455,Wenhaston & Westleton
E05009514,Wenneye
E05001641,Wensley Fold
E05009157,Wensleydale
E05005875,Wensum
E05005889,Wensum
E05009487,Weobley
E05001217,Weoley
E05000738,Werneth
E05010824,Werrington
E05007065,Werrington
E05002394,Wescott
E05006850,Wessex
E05010825,West
E05003341,West
E05009633,West
E05007866,West
E05007878,West
E05009089,West Auckland
E05000473,West Barnes
E05010409,West Bay
E05001283,West Bromwich Central
E05002715,West Chesterton
E05009671,West Craven
E05010146,West Dart
E05000913,West Derby
E05009566,West Downs
E05000342,West Drayton
E05001524,West Dyke
E05010883,West Ecclesfield
E05000649,West End
E05007389,West End
E05004514,West End North
E05004515,West End South
E05007284,West Ewell
E05000061,West Finchley
E05005799,West Flegg
E05001112,West Gosforth
E05000282,West Green
E05007645,West Green
E05010621,West Hallam & Dale Abbey
E05000494,West Ham
E05000145,West Hampstead
E05000305,West Harrow
E05009001,West Heath
E05000062,West Hendon
E05000757,West Heywood
E05003670,West Highcliffe
E05000628,West Hill
E05004941,West Hill
E05008855,West Hunsbury
E05000975,West Kirby and Thurstaston
E05002227,West Leigh
E05009590,West Malling and Leybourne
E05001725,West Marsh
E05000758,West Middleton
E05006882,West Monkton
E05009529,West Moors & Holt
E05000930,West Park
E05001150,West Park
E05008915,West Polden
E05000629,West Putney
E05008930,West Quantock
E05000343,West Ruislip
E05008415,West Selkley
E05002228,West Shoebury
E05002128,West Southbourne
E05003943,West St Leonards
E05000168,West Thornton
E05002248,West Thurrock and South Stifford
E05000532,West Twickenham
E05000127,West Wickham
E05008515,West Wight
E05005839,West Winch
E05007628,West Wittering
E05002226,Westborough
E05007306,Westborough
E05000648,Westbourne
E05002437,Westbourne
E05007629,Westbourne
E05002129,Westbourne and West Cliff
E05011045,Westbrook
E05005102,Westbrook
E05008416,Westbury East
E05008417,Westbury North
E05008418,Westbury West
E05010917,Westbury-on-Trym and Henleaze
E05010476,Westcotes
E05007328,Westcott
E05004979,Westcourt
E05009965,Westerham and Crockham Hill
E05001110,Westerhope
E05002073,Westerleigh
E05010477,Western
E05001551,Western Parishes
E05006916,Western Springs
E05003531,Westexe
E05010330,Westfield
E05001968,Westfield
E05001111,Westgate
E05010967,Westgate
E05010410,Westgate
E05009618,Westgate
E05007130,Westgate
E05007191,Westgate
E05005103,Westgate-on-Sea
E05003778,Westham East
E05003779,Westham North
E05003780,Westham West
E05000668,Westhoughton North and Chew Moor
E05000669,Westhoughton South
E05006986,Westlands
E05001969,Westmoreland
E05001149,Westoe
E05001970,Weston
E05004784,Weston and Sandon
E05008750,Weston Coyney
E05010297,Weston-super-Mare Bournville
E05010298,Weston-super-Mare Central
E05010299,Weston-super-Mare Hillside
E05010300,Weston-super-Mare Kewstoke
E05010301,Weston-super-Mare Mid Worle
E05010302,Weston-super-Mare Milton
E05010303,Weston-super-Mare North Worle
E05010304,Weston-super-Mare South Worle
E05010305,Weston-super-Mare Uphill
E05010306,Weston-super-Mare Winterstoke
E05008856,Westone
E05003636,Westward Ho!
E05007406,Westway
E05001232,Westwood
E05002318,Westwood
E05001525,Westworth
E05003178,Wetheral
E05001443,Wetherby
E05007160,Wetheringsett
E05010579,Wexham & Fulmer
E05009351,Wexham Lea
E05003781,Wey Valley
E05011088,Weybridge Riverside
E05011089,Weybridge St George's Hill
E05003782,Weymouth East
E05003783,Weymouth West
E05000042,Whalebone
E05010649,Whaley Bridge
E05005313,Whalley
E05000716,Whalley Range
E05005661,Whaplode and Holbeach St John's
E05001366,Wharfedale
E05003143,Wharrels
E05004804,Wheathampstead
E05010856,Wheatley
E05009752,Wheatley
E05010748,Wheatley Hills & Intake
E05005184,Wheelton and Withnell
E05010331,Wheldrake
E05001085,Whickham North
E05001086,Whickham South and Sunniside
E05008545,Whimple
E05003275,Whinfell
E05010431,Whinfield
E05008516,Whippingham and Osborne
E05001821,Whissendine
E05010948,Whiston and Cronton
E05001151,Whitburn and Marsden
E05008701,Whitby
E05006340,Whitby West Cliff
E05004457,Whitchurch
E05008195,Whitchurch North
E05008196,Whitchurch South
E05000283,White Hart Lane
E05009336,Whitechapel
E05009488,Whitecross
E05010949,Whitefield
E05005269,Whitefield
E05000454,Whitefoot
E05001642,Whitehall
E05004980,Whitehill
E05004492,Whitehill Chase
E05004493,Whitehill Deadwater
E05004494,Whitehill Hogmoor
E05004495,Whitehill Pinewood
E05004496,Whitehill Walldown
E05007131,Whitehouse
E05001152,Whiteleas
E05011009,Whiteley and Shedfield
E05007490,Whitestone
E05005328,Whitewell
E05010650,Whitfield
E05004963,Whitfield
E05002334,Whitley
E05010062,Whitley
E05001134,Whitley Bay
E05009798,Whitnash
E05009287,Whittington
E05010672,Whittington & Streethay
E05005164,Whittlefield with Ightenhill
E05002823,Whittlesford
E05006053,Whittlewood
E05000533,Whitton
E05007132,Whitton
E05007248,Whitton
E05010089,Whitwell
E05001233,Whoberley
E05007407,Whyteleafe
E05001367,Wibsey
E05010307,Wick St Lawrence & St Georges
E05001037,Wickersley
E05004034,Wickford Castledon
E05004035,Wickford North
E05004036,Wickford Park
E05004206,Wickham Bishops and Woodham
E05010456,Wickham Market
E05007192,Wickhambrook
E05005912,Wicklewood
E05001971,Widcombe
E05009489,Widemarsh
E05007575,Widewater
E05000861,Wigan Central
E05000862,Wigan West
E05005840,Wiggenhall
E05002211,Wigmore
E05005537,Wigston All Saints
E05005538,Wigston Fields
E05005539,Wigston Meadowcourt
E05005540,Wigston St Wolstan's
E05003144,Wigton
E05002287,Wildridings and Central
E05008654,Willaston and Rope
E05008702,Willaston and Thornton
E05001319,Willenhall North
E05001320,Willenhall South
E05001711,Willerby and Kirk Ella
E05000105,Willesden Green
E05006003,William Knibb
E05000608,William Morris
E05004020,Willingdon
E05002824,Willingham and Over
E05008822,Willington and Findern
E05009090,Willington and Hunwick
E05008931,Williton
E05009905,Willoughby with Sloothby
E05004942,Wilmington
E05008655,Wilmslow Dean Row
E05008656,Wilmslow East
E05008657,Wilmslow Lacey Green
E05008658,Wilmslow West and Chorley
E05007075,Wilnecote
E05005314,Wilpshire
E05008775,Wilshamstead
E05010622,Wilsthorpe
E05008419,Wilton and Lower Wylye Valley
E05000474,Wimbledon Park
E05009530,Wimborne Minster
E05005841,Wimbotsham with Fincham
E05006851,Wincanton
E05008575,Winchcombe
E05010411,Wincheap
E05000213,Winchmore Hill
E05003276,Windermere Applethwaite and Troutbeck
E05003277,Windermere Bowness North
E05003278,Windermere Bowness South
E05003279,Windermere Town
E05001368,Windhill and Wrose
E05000931,Windle
E05007390,Windlesham
E05001597,Windmill Hill
E05010918,Windmill Hill
E05006852,Windwhistle
E05001087,Windy Nook and Whitehills
E05010308,Winford
E05010362,Wing
E05009091,Wingate
E05003441,Wingerworth
E05001038,Wingfield
E05003302,Wingfield
E05010363,Wingrave
E05001113,Wingrove
E05002288,Winkfield and Cranbourne
E05004458,Winklebury
E05003637,Winkleigh
E05001088,Winlaton and High Spen
E05002395,Winnersh
E05008703,Winnington and Castle
E05008704,Winsford Over and Verdin
E05008705,Winsford Swanlow and Dene
E05008706,Winsford Wharton
E05006936,Winshill
E05008420,Winsley and Westwood
E05010364,Winslow
E05000863,Winstanley
E05009620,Winstanley
E05003365,Winster and South Darley
E05002074,Winterbourne
E05010602,Winterbourne St Martin
E05008421,Winterslow
E05009906,Winthorpe
E05000777,Winton
E05004651,Winton
E05002130,Winton East
E05007879,Winyates
E05003366,Wirksworth
E05007630,Wisborough Green
E05002438,Wish
E05003944,Wishing Tree
E05005842,Wissey
E05008659,Wistaston
E05005315,Wiswell and Pendleton
E05009634,Witham
E05010794,Witham
E05010386,Witham Central
E05010387,Witham North
E05010388,Witham South
E05010389,Witham West
E05002439,Withdean
E05003558,Witheridge
E05009907,Withern & Theddlethorpe
E05007193,Withersfield
E05000717,Withington
E05007439,Witley and Hambledon
E05006648,Witney Central
E05006649,Witney East
E05006650,Witney North
E05006651,Witney South
E05006652,Witney West
E05010826,Wittering
E05008707,Witton and Rudheath
E05006883,Wiveliscombe and West Deane
E05010843,Wivenhoe
E05002396,Wokingham Without
E05009655,Wold View
E05007408,Woldingham
E05001726,Wolds
E05006316,Wolds
E05001712,Wolds Weighton
E05010043,Wollaston
E05001258,Wollaston and Stourbridge Town
E05001840,Wollaton East and Lenton Abbey
E05001841,Wollaton West
E05006987,Wolstanton
E05010760,Wolston and the Lawfords
E05006568,Wolvercote
E05009423,Wolverton
E05008988,Wolvey and Shilton
E05007010,Wombourne North and Lower Penn
E05007011,Wombourne South East
E05007012,Wombourne South West
E05000995,Wombwell
E05011010,Wonston and Micheldever
E05000609,Wood Street
E05009387,Woodberry Down
E05010457,Woodbridge
E05007867,Woodbury
E05003489,Woodbury and Lympstone
E05007285,Woodcote
E05009753,Woodcote & Rotherfield
E05004817,Woodfield
E05006272,Woodfield
E05009026,Woodford
E05005986,Woodford
E05004715,Woodhall Farm
E05009908,Woodhall Spa
E05007361,Woodham
E05000063,Woodhouse
E05010884,Woodhouse
E05008890,Woodhouse
E05009092,Woodhouse Close
E05000718,Woodhouse Park
E05002440,Woodingdean
E05001234,Woodlands
E05004981,Woodlands
E05006341,Woodlands
E05008891,Woodlands
E05009799,Woodloes
E05000169,Woodside
E05000284,Woodside
E05009993,Woodside
E05011057,Woodside
E05002075,Woodstock
E05009567,Woodstock
E05006653,Woodstock and Bladon
E05009707,Woodthorpe
E05008823,Woodville
E05006793,Wookey and St Cuthbert Out West
E05010754,Wool
E05009158,Wooler
E05007161,Woolpit
E05001114,Woolsington
E05002470,Woolston
E05000914,Woolton
E05010147,Woolwell
E05000229,Woolwich Common
E05000230,Woolwich Riverside
E05008776,Wootton
E05009777,Wootton
E05008517,Wootton Bridge
E05000572,Worcester Park
E05001259,Wordsley
E05008198,Worfield
E05006396,Worksop East
E05006397,Worksop North
E05006398,Worksop North East
E05006399,Worksop North West
E05006400,Worksop South
E05006401,Worksop South East
E05007249,Worlingham
E05007162,Worlingworth
E05000265,Wormholt and White City
E05009011,Wormley and Turnford
E05009490,Wormside
E05007307,Worplesdon
E05000996,Worsbrough
E05000778,Worsley
E05005329,Worsley
E05000864,Worsley Mesnes
E05005876,Worstead
E05001369,Worth Valley
E05010127,Worthington & Breedon
E05010213,Wotton Wawen
E05010994,Wotton-under-Edge
E05009424,Woughton & Fishermead
E05009909,Wragby
E05005453,Wreake Villages
E05008660,Wrenbury
E05007250,Wrentham
E05001464,Wrenthorpe and Outwood West
E05010512,Wribbenhall & Arley
E05005379,Wrightington
E05010309,Wrington
E05004119,Writtle
E05009994,Wrockwardine
E05009995,Wrockwardine Wood & Trench
E05008972,Wroughton and Wichelstowe
E05005783,Wroxham
E05009635,Wyberton
E05008777,Wyboston
E05008661,Wybunbury
E05010478,Wycliffe
E05004901,Wye
E05001370,Wyke
E05003784,Wyke Regis
E05001235,Wyken
E05005510,Wymondham
E05010513,Wyre Forest Rural
E05009955,Wyresdale
E05009851,Wythall East
E05009852,Wythall West
E05009822,Yapton
E05001727,Yarborough
E05001552,Yarm
E05005800,Yarmouth North
E05003490,Yarty
E05002076,Yate Central
E05002077,Yate North
E05009361,Yateley East
E05009362,Yateley West
E05010310,Yatton
E05002790,Yaxley and Farcet
E05000344,Yeading
E05010390,Yeldham
E05009027,Yelvertoft
E05008548,Yeo
E05003559,Yeo Valley
E05008892,Yeoman Hill
E05006853,Yeovil Central
E05006854,Yeovil East
E05006855,Yeovil South
E05006856,Yeovil West
E05006857,Yeovil Without
E05010603,Yetminster & Cam Vale
E05000915,Yew Tree
E05003179,Yewdale
E05000345,Yiewsley
E05006937,Yoxall
E05001526,Zetland
